/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 01935 (88.4%) | loss: 2.677552 | lrm: 0.14 | dt: 248ms | tok/sec: 794,128 | mfu: 38.7% | epoch: 1 | remaining: 35s    
step 01936 (88.5%) | loss: 2.678690 | lrm: 0.14 | dt: 129ms | tok/sec: 1,520,549 | mfu: 74.2% | epoch: 1 | remaining: 34s    
step 01937 (88.5%) | loss: 2.679532 | lrm: 0.14 | dt: 135ms | tok/sec: 1,451,579 | mfu: 70.8% | epoch: 1 | remaining: 34s    
step 01938 (88.6%) | loss: 2.680085 | lrm: 0.14 | dt: 136ms | tok/sec: 1,447,899 | mfu: 70.6% | epoch: 1 | remaining: 34s    
step 01939 (88.6%) | loss: 2.676573 | lrm: 0.14 | dt: 139ms | tok/sec: 1,415,578 | mfu: 69.1% | epoch: 1 | remaining: 34s    
step 01940 (88.7%) | loss: 2.677430 | lrm: 0.14 | dt: 138ms | tok/sec: 1,427,687 | mfu: 69.6% | epoch: 1 | remaining: 34s    
step 01941 (88.7%) | loss: 2.680537 | lrm: 0.14 | dt: 136ms | tok/sec: 1,443,926 | mfu: 70.4% | epoch: 1 | remaining: 34s    
step 01942 (88.8%) | loss: 2.681789 | lrm: 0.14 | dt: 141ms | tok/sec: 1,392,767 | mfu: 67.9% | epoch: 1 | remaining: 34s    
step 01943 (88.8%) | loss: 2.681256 | lrm: 0.14 | dt: 137ms | tok/sec: 1,435,693 | mfu: 70.0% | epoch: 1 | remaining: 33s    
step 01944 (88.9%) | loss: 2.680730 | lrm: 0.14 | dt: 139ms | tok/sec: 1,411,650 | mfu: 68.9% | epoch: 1 | remaining: 33s    
step 01945 (88.9%) | loss: 2.685905 | lrm: 0.14 | dt: 139ms | tok/sec: 1,410,368 | mfu: 68.8% | epoch: 1 | remaining: 33s    
step 01946 (89.0%) | loss: 2.681250 | lrm: 0.14 | dt: 138ms | tok/sec: 1,419,735 | mfu: 69.3% | epoch: 1 | remaining: 33s    
step 01947 (89.0%) | loss: 2.679229 | lrm: 0.14 | dt: 138ms | tok/sec: 1,425,629 | mfu: 69.5% | epoch: 1 | remaining: 33s    
step 01948 (89.0%) | loss: 2.677354 | lrm: 0.14 | dt: 138ms | tok/sec: 1,424,589 | mfu: 69.5% | epoch: 1 | remaining: 33s    
step 01949 (89.1%) | loss: 2.677790 | lrm: 0.13 | dt: 136ms | tok/sec: 1,441,962 | mfu: 70.3% | epoch: 1 | remaining: 33s    
step 01950 (89.1%) | loss: 2.675213 | lrm: 0.13 | dt: 137ms | tok/sec: 1,430,602 | mfu: 69.8% | epoch: 1 | remaining: 32s    
step 01951 (89.2%) | loss: 2.672343 | lrm: 0.13 | dt: 136ms | tok/sec: 1,450,249 | mfu: 70.7% | epoch: 1 | remaining: 32s    
step 01952 (89.2%) | loss: 2.671985 | lrm: 0.13 | dt: 139ms | tok/sec: 1,410,792 | mfu: 68.8% | epoch: 1 | remaining: 32s    
step 01953 (89.3%) | loss: 2.674923 | lrm: 0.13 | dt: 136ms | tok/sec: 1,442,143 | mfu: 70.3% | epoch: 1 | remaining: 32s    
step 01954 (89.3%) | loss: 2.674668 | lrm: 0.13 | dt: 137ms | tok/sec: 1,435,206 | mfu: 70.0% | epoch: 1 | remaining: 32s    
step 01955 (89.4%) | loss: 2.670639 | lrm: 0.13 | dt: 137ms | tok/sec: 1,433,816 | mfu: 69.9% | epoch: 1 | remaining: 32s    
step 01956 (89.4%) | loss: 2.671540 | lrm: 0.13 | dt: 136ms | tok/sec: 1,448,296 | mfu: 70.6% | epoch: 1 | remaining: 32s    
step 01957 (89.5%) | loss: 2.667727 | lrm: 0.13 | dt: 136ms | tok/sec: 1,441,334 | mfu: 70.3% | epoch: 1 | remaining: 31s    
step 01958 (89.5%) | loss: 2.666104 | lrm: 0.13 | dt: 136ms | tok/sec: 1,449,209 | mfu: 70.7% | epoch: 1 | remaining: 31s    
step 01959 (89.5%) | loss: 2.665769 | lrm: 0.13 | dt: 140ms | tok/sec: 1,402,173 | mfu: 68.4% | epoch: 1 | remaining: 31s    
step 01960 (89.6%) | loss: 2.663012 | lrm: 0.13 | dt: 136ms | tok/sec: 1,442,779 | mfu: 70.4% | epoch: 1 | remaining: 31s    
step 01961 (89.6%) | loss: 2.659073 | lrm: 0.13 | dt: 140ms | tok/sec: 1,402,652 | mfu: 68.4% | epoch: 1 | remaining: 31s    
step 01962 (89.7%) | loss: 2.661873 | lrm: 0.13 | dt: 138ms | tok/sec: 1,429,241 | mfu: 69.7% | epoch: 1 | remaining: 31s    
step 01963 (89.7%) | loss: 2.657030 | lrm: 0.13 | dt: 137ms | tok/sec: 1,437,703 | mfu: 70.1% | epoch: 1 | remaining: 31s    
step 01964 (89.8%) | loss: 2.662538 | lrm: 0.13 | dt: 139ms | tok/sec: 1,414,092 | mfu: 69.0% | epoch: 1 | remaining: 31s    
step 01965 (89.8%) | loss: 2.668476 | lrm: 0.13 | dt: 136ms | tok/sec: 1,447,619 | mfu: 70.6% | epoch: 1 | remaining: 30s    
step 01966 (89.9%) | loss: 2.658396 | lrm: 0.13 | dt: 138ms | tok/sec: 1,423,485 | mfu: 69.4% | epoch: 1 | remaining: 30s    
step 01967 (89.9%) | loss: 2.661363 | lrm: 0.13 | dt: 137ms | tok/sec: 1,435,706 | mfu: 70.0% | epoch: 1 | remaining: 30s    
step 01968 (90.0%) | loss: 2.661493 | lrm: 0.13 | dt: 139ms | tok/sec: 1,417,249 | mfu: 69.1% | epoch: 1 | remaining: 30s    
step 01969 (90.0%) | loss: 2.658068 | lrm: 0.13 | dt: 137ms | tok/sec: 1,431,456 | mfu: 69.8% | epoch: 1 | remaining: 30s    
step 01970 (90.1%) | loss: 2.663843 | lrm: 0.12 | dt: 137ms | tok/sec: 1,439,686 | mfu: 70.2% | epoch: 1 | remaining: 30s    
step 01971 (90.1%) | loss: 2.670273 | lrm: 0.12 | dt: 137ms | tok/sec: 1,437,638 | mfu: 70.1% | epoch: 1 | remaining: 30s    
step 01972 (90.1%) | loss: 2.673354 | lrm: 0.12 | dt: 140ms | tok/sec: 1,407,054 | mfu: 68.6% | epoch: 1 | remaining: 29s    
step 01973 (90.2%) | loss: 2.667092 | lrm: 0.12 | dt: 136ms | tok/sec: 1,442,696 | mfu: 70.4% | epoch: 1 | remaining: 29s    
step 01974 (90.2%) | loss: 2.663066 | lrm: 0.12 | dt: 136ms | tok/sec: 1,446,472 | mfu: 70.6% | epoch: 1 | remaining: 29s    
step 01975 (90.3%) | loss: 2.673414 | lrm: 0.12 | dt: 137ms | tok/sec: 1,434,682 | mfu: 70.0% | epoch: 1 | remaining: 29s    
step 01976 (90.3%) | loss: 2.674724 | lrm: 0.12 | dt: 139ms | tok/sec: 1,419,322 | mfu: 69.2% | epoch: 1 | remaining: 29s    
step 01977 (90.4%) | loss: 2.673226 | lrm: 0.12 | dt: 140ms | tok/sec: 1,407,717 | mfu: 68.7% | epoch: 1 | remaining: 29s    
step 01978 (90.4%) | loss: 2.679379 | lrm: 0.12 | dt: 139ms | tok/sec: 1,415,068 | mfu: 69.0% | epoch: 1 | remaining: 29s    
step 01979 (90.5%) | loss: 2.672561 | lrm: 0.12 | dt: 139ms | tok/sec: 1,418,971 | mfu: 69.2% | epoch: 1 | remaining: 28s    
step 01980 (90.5%) | loss: 2.672531 | lrm: 0.12 | dt: 138ms | tok/sec: 1,427,304 | mfu: 69.6% | epoch: 1 | remaining: 28s    
step 01981 (90.6%) | loss: 2.669933 | lrm: 0.12 | dt: 137ms | tok/sec: 1,435,928 | mfu: 70.0% | epoch: 1 | remaining: 28s    
step 01982 (90.6%) | loss: 2.668149 | lrm: 0.12 | dt: 137ms | tok/sec: 1,433,791 | mfu: 69.9% | epoch: 1 | remaining: 28s    
step 01983 (90.6%) | loss: 2.666247 | lrm: 0.12 | dt: 137ms | tok/sec: 1,437,214 | mfu: 70.1% | epoch: 1 | remaining: 28s    
step 01984 (90.7%) | loss: 2.667537 | lrm: 0.12 | dt: 136ms | tok/sec: 1,450,124 | mfu: 70.7% | epoch: 1 | remaining: 28s    
step 01985 (90.7%) | loss: 2.666403 | lrm: 0.12 | dt: 138ms | tok/sec: 1,420,775 | mfu: 69.3% | epoch: 1 | remaining: 28s    
step 01986 (90.8%) | loss: 2.669378 | lrm: 0.12 | dt: 137ms | tok/sec: 1,432,028 | mfu: 69.9% | epoch: 1 | remaining: 28s    
step 01987 (90.8%) | loss: 2.664973 | lrm: 0.12 | dt: 141ms | tok/sec: 1,399,294 | mfu: 68.3% | epoch: 1 | remaining: 27s    
step 01988 (90.9%) | loss: 2.661059 | lrm: 0.12 | dt: 139ms | tok/sec: 1,411,700 | mfu: 68.9% | epoch: 1 | remaining: 27s    
step 01989 (90.9%) | loss: 2.669776 | lrm: 0.12 | dt: 137ms | tok/sec: 1,433,390 | mfu: 69.9% | epoch: 1 | remaining: 27s    
step 01990 (91.0%) | loss: 2.665119 | lrm: 0.12 | dt: 135ms | tok/sec: 1,452,917 | mfu: 70.9% | epoch: 1 | remaining: 27s    
step 01991 (91.0%) | loss: 2.665417 | lrm: 0.11 | dt: 137ms | tok/sec: 1,431,710 | mfu: 69.8% | epoch: 1 | remaining: 27s    
step 01992 (91.1%) | loss: 2.670387 | lrm: 0.11 | dt: 136ms | tok/sec: 1,448,168 | mfu: 70.6% | epoch: 1 | remaining: 27s    
step 01993 (91.1%) | loss: 2.671705 | lrm: 0.11 | dt: 134ms | tok/sec: 1,462,539 | mfu: 71.3% | epoch: 1 | remaining: 27s    
step 01994 (91.2%) | loss: 2.670953 | lrm: 0.11 | dt: 138ms | tok/sec: 1,424,661 | mfu: 69.5% | epoch: 1 | remaining: 26s    
step 01995 (91.2%) | loss: 2.674768 | lrm: 0.11 | dt: 139ms | tok/sec: 1,415,755 | mfu: 69.1% | epoch: 1 | remaining: 26s    
step 01996 (91.2%) | loss: 2.672951 | lrm: 0.11 | dt: 137ms | tok/sec: 1,438,872 | mfu: 70.2% | epoch: 1 | remaining: 26s    
step 01997 (91.3%) | loss: 2.675525 | lrm: 0.11 | dt: 134ms | tok/sec: 1,464,331 | mfu: 71.4% | epoch: 1 | remaining: 26s    
step 01998 (91.3%) | loss: 2.674729 | lrm: 0.11 | dt: 135ms | tok/sec: 1,453,808 | mfu: 70.9% | epoch: 1 | remaining: 26s    
step 01999 (91.4%) | loss: 2.676135 | lrm: 0.11 | dt: 142ms | tok/sec: 1,389,231 | mfu: 67.8% | epoch: 1 | remaining: 26s    
step 02000 (91.4%) | loss: 2.679773 | lrm: 0.11 | dt: 137ms | tok/sec: 1,433,624 | mfu: 69.9% | epoch: 1 | remaining: 26s    
step 02001 (91.5%) | loss: 2.680719 | lrm: 0.11 | dt: 139ms | tok/sec: 1,409,750 | mfu: 68.8% | epoch: 1 | remaining: 25s    
step 02002 (91.5%) | loss: 2.682035 | lrm: 0.11 | dt: 139ms | tok/sec: 1,415,830 | mfu: 69.1% | epoch: 1 | remaining: 25s    
step 02003 (91.6%) | loss: 2.688595 | lrm: 0.11 | dt: 138ms | tok/sec: 1,425,114 | mfu: 69.5% | epoch: 1 | remaining: 25s    
step 02004 (91.6%) | loss: 2.688484 | lrm: 0.11 | dt: 137ms | tok/sec: 1,437,315 | mfu: 70.1% | epoch: 1 | remaining: 25s    
step 02005 (91.7%) | loss: 2.688558 | lrm: 0.11 | dt: 136ms | tok/sec: 1,448,298 | mfu: 70.6% | epoch: 1 | remaining: 25s    
step 02006 (91.7%) | loss: 2.682623 | lrm: 0.11 | dt: 135ms | tok/sec: 1,461,642 | mfu: 71.3% | epoch: 1 | remaining: 25s    
step 02007 (91.7%) | loss: 2.678202 | lrm: 0.11 | dt: 139ms | tok/sec: 1,416,261 | mfu: 69.1% | epoch: 1 | remaining: 25s    
step 02008 (91.8%) | loss: 2.674981 | lrm: 0.11 | dt: 137ms | tok/sec: 1,433,058 | mfu: 69.9% | epoch: 1 | remaining: 24s    
step 02009 (91.8%) | loss: 2.680310 | lrm: 0.11 | dt: 138ms | tok/sec: 1,428,887 | mfu: 69.7% | epoch: 1 | remaining: 24s    
step 02010 (91.9%) | loss: 2.677680 | lrm: 0.11 | dt: 139ms | tok/sec: 1,416,582 | mfu: 69.1% | epoch: 1 | remaining: 24s    
step 02011 (91.9%) | loss: 2.675390 | lrm: 0.11 | dt: 138ms | tok/sec: 1,422,903 | mfu: 69.4% | epoch: 1 | remaining: 24s    
step 02012 (92.0%) | loss: 2.673698 | lrm: 0.10 | dt: 139ms | tok/sec: 1,419,188 | mfu: 69.2% | epoch: 1 | remaining: 24s    
step 02013 (92.0%) | loss: 2.674809 | lrm: 0.10 | dt: 138ms | tok/sec: 1,429,499 | mfu: 69.7% | epoch: 1 | remaining: 24s    
step 02014 (92.1%) | loss: 2.671349 | lrm: 0.10 | dt: 137ms | tok/sec: 1,436,378 | mfu: 70.1% | epoch: 1 | remaining: 24s    
step 02015 (92.1%) | loss: 2.669008 | lrm: 0.10 | dt: 135ms | tok/sec: 1,451,638 | mfu: 70.8% | epoch: 1 | remaining: 24s    
step 02016 (92.2%) | loss: 2.675119 | lrm: 0.10 | dt: 137ms | tok/sec: 1,440,181 | mfu: 70.3% | epoch: 1 | remaining: 23s    
step 02017 (92.2%) | loss: 2.673600 | lrm: 0.10 | dt: 138ms | tok/sec: 1,429,870 | mfu: 69.7% | epoch: 1 | remaining: 23s    
step 02018 (92.3%) | loss: 2.675424 | lrm: 0.10 | dt: 139ms | tok/sec: 1,417,639 | mfu: 69.2% | epoch: 1 | remaining: 23s    
step 02019 (92.3%) | loss: 2.675718 | lrm: 0.10 | dt: 138ms | tok/sec: 1,424,818 | mfu: 69.5% | epoch: 1 | remaining: 23s    
step 02020 (92.3%) | loss: 2.675472 | lrm: 0.10 | dt: 135ms | tok/sec: 1,456,039 | mfu: 71.0% | epoch: 1 | remaining: 23s    
step 02021 (92.4%) | loss: 2.674953 | lrm: 0.10 | dt: 136ms | tok/sec: 1,450,716 | mfu: 70.8% | epoch: 1 | remaining: 23s    
step 02022 (92.4%) | loss: 2.672822 | lrm: 0.10 | dt: 139ms | tok/sec: 1,415,053 | mfu: 69.0% | epoch: 1 | remaining: 23s    
step 02023 (92.5%) | loss: 2.669046 | lrm: 0.10 | dt: 140ms | tok/sec: 1,403,887 | mfu: 68.5% | epoch: 1 | remaining: 22s    
step 02024 (92.5%) | loss: 2.673607 | lrm: 0.10 | dt: 139ms | tok/sec: 1,412,755 | mfu: 68.9% | epoch: 1 | remaining: 22s    
step 02025 (92.6%) | loss: 2.674986 | lrm: 0.10 | dt: 139ms | tok/sec: 1,414,381 | mfu: 69.0% | epoch: 1 | remaining: 22s    
step 02026 (92.6%) | loss: 2.666799 | lrm: 0.10 | dt: 137ms | tok/sec: 1,434,984 | mfu: 70.0% | epoch: 1 | remaining: 22s    
step 02027 (92.7%) | loss: 2.667042 | lrm: 0.10 | dt: 139ms | tok/sec: 1,414,713 | mfu: 69.0% | epoch: 1 | remaining: 22s    
step 02028 (92.7%) | loss: 2.667346 | lrm: 0.10 | dt: 137ms | tok/sec: 1,434,572 | mfu: 70.0% | epoch: 1 | remaining: 22s    
step 02029 (92.8%) | loss: 2.666391 | lrm: 0.10 | dt: 137ms | tok/sec: 1,430,659 | mfu: 69.8% | epoch: 1 | remaining: 22s    
step 02030 (92.8%) | loss: 2.665946 | lrm: 0.10 | dt: 136ms | tok/sec: 1,443,206 | mfu: 70.4% | epoch: 1 | remaining: 21s    
step 02031 (92.8%) | loss: 2.670574 | lrm: 0.10 | dt: 136ms | tok/sec: 1,447,853 | mfu: 70.6% | epoch: 1 | remaining: 21s    
step 02032 (92.9%) | loss: 2.666893 | lrm: 0.09 | dt: 140ms | tok/sec: 1,404,377 | mfu: 68.5% | epoch: 1 | remaining: 21s    
step 02033 (92.9%) | loss: 2.675948 | lrm: 0.09 | dt: 135ms | tok/sec: 1,460,001 | mfu: 71.2% | epoch: 1 | remaining: 21s    
step 02034 (93.0%) | loss: 2.685091 | lrm: 0.09 | dt: 139ms | tok/sec: 1,415,165 | mfu: 69.0% | epoch: 1 | remaining: 21s    
step 02035 (93.0%) | loss: 2.687698 | lrm: 0.09 | dt: 140ms | tok/sec: 1,405,457 | mfu: 68.6% | epoch: 1 | remaining: 21s    
step 02036 (93.1%) | loss: 2.686821 | lrm: 0.09 | dt: 138ms | tok/sec: 1,427,361 | mfu: 69.6% | epoch: 1 | remaining: 21s    
step 02037 (93.1%) | loss: 2.681800 | lrm: 0.09 | dt: 136ms | tok/sec: 1,441,543 | mfu: 70.3% | epoch: 1 | remaining: 20s    
step 02038 (93.2%) | loss: 2.683082 | lrm: 0.09 | dt: 136ms | tok/sec: 1,440,727 | mfu: 70.3% | epoch: 1 | remaining: 20s    
step 02039 (93.2%) | loss: 2.677676 | lrm: 0.09 | dt: 136ms | tok/sec: 1,449,464 | mfu: 70.7% | epoch: 1 | remaining: 20s    
step 02040 (93.3%) | loss: 2.679589 | lrm: 0.09 | dt: 138ms | tok/sec: 1,429,370 | mfu: 69.7% | epoch: 1 | remaining: 20s    
step 02041 (93.3%) | loss: 2.677420 | lrm: 0.09 | dt: 134ms | tok/sec: 1,463,647 | mfu: 71.4% | epoch: 1 | remaining: 20s    
step 02042 (93.4%) | loss: 2.674812 | lrm: 0.09 | dt: 138ms | tok/sec: 1,425,111 | mfu: 69.5% | epoch: 1 | remaining: 20s    
step 02043 (93.4%) | loss: 2.674792 | lrm: 0.09 | dt: 137ms | tok/sec: 1,433,283 | mfu: 69.9% | epoch: 1 | remaining: 20s    
step 02044 (93.4%) | loss: 2.679942 | lrm: 0.09 | dt: 136ms | tok/sec: 1,445,549 | mfu: 70.5% | epoch: 1 | remaining: 20s    
step 02045 (93.5%) | loss: 2.678218 | lrm: 0.09 | dt: 137ms | tok/sec: 1,430,426 | mfu: 69.8% | epoch: 1 | remaining: 19s    
step 02046 (93.5%) | loss: 2.675240 | lrm: 0.09 | dt: 135ms | tok/sec: 1,452,750 | mfu: 70.9% | epoch: 1 | remaining: 19s    
step 02047 (93.6%) | loss: 2.673252 | lrm: 0.09 | dt: 144ms | tok/sec: 1,360,725 | mfu: 66.4% | epoch: 1 | remaining: 19s    
step 02048 (93.6%) | loss: 2.671414 | lrm: 0.09 | dt: 136ms | tok/sec: 1,442,855 | mfu: 70.4% | epoch: 1 | remaining: 19s    
step 02049 (93.7%) | loss: 2.669111 | lrm: 0.09 | dt: 138ms | tok/sec: 1,423,036 | mfu: 69.4% | epoch: 1 | remaining: 19s    
step 02050 (93.7%) | loss: 2.663722 | lrm: 0.09 | dt: 138ms | tok/sec: 1,429,219 | mfu: 69.7% | epoch: 1 | remaining: 19s    
step 02051 (93.8%) | loss: 2.662803 | lrm: 0.09 | dt: 139ms | tok/sec: 1,413,130 | mfu: 68.9% | epoch: 1 | remaining: 19s    
step 02052 (93.8%) | loss: 2.661410 | lrm: 0.09 | dt: 138ms | tok/sec: 1,420,024 | mfu: 69.3% | epoch: 1 | remaining: 18s    
step 02053 (93.9%) | loss: 2.659944 | lrm: 0.08 | dt: 137ms | tok/sec: 1,435,238 | mfu: 70.0% | epoch: 1 | remaining: 18s    
step 02054 (93.9%) | loss: 2.658200 | lrm: 0.08 | dt: 137ms | tok/sec: 1,438,395 | mfu: 70.2% | epoch: 1 | remaining: 18s    
step 02055 (93.9%) | loss: 2.658052 | lrm: 0.08 | dt: 136ms | tok/sec: 1,448,163 | mfu: 70.6% | epoch: 1 | remaining: 18s    
step 02056 (94.0%) | loss: 2.662414 | lrm: 0.08 | dt: 137ms | tok/sec: 1,435,976 | mfu: 70.0% | epoch: 1 | remaining: 18s    
step 02057 (94.0%) | loss: 2.663515 | lrm: 0.08 | dt: 136ms | tok/sec: 1,445,204 | mfu: 70.5% | epoch: 1 | remaining: 18s    
step 02058 (94.1%) | loss: 2.661783 | lrm: 0.08 | dt: 137ms | tok/sec: 1,431,787 | mfu: 69.8% | epoch: 1 | remaining: 18s    
step 02059 (94.1%) | loss: 2.663031 | lrm: 0.08 | dt: 135ms | tok/sec: 1,451,229 | mfu: 70.8% | epoch: 1 | remaining: 17s    
step 02060 (94.2%) | loss: 2.658412 | lrm: 0.08 | dt: 139ms | tok/sec: 1,415,933 | mfu: 69.1% | epoch: 1 | remaining: 17s    
step 02061 (94.2%) | loss: 2.659123 | lrm: 0.08 | dt: 135ms | tok/sec: 1,456,468 | mfu: 71.0% | epoch: 1 | remaining: 17s    
step 02062 (94.3%) | loss: 2.651706 | lrm: 0.08 | dt: 137ms | tok/sec: 1,433,624 | mfu: 69.9% | epoch: 1 | remaining: 17s    
step 02063 (94.3%) | loss: 2.658418 | lrm: 0.08 | dt: 138ms | tok/sec: 1,425,281 | mfu: 69.5% | epoch: 1 | remaining: 17s    
step 02064 (94.4%) | loss: 2.655011 | lrm: 0.08 | dt: 137ms | tok/sec: 1,433,731 | mfu: 69.9% | epoch: 1 | remaining: 17s    
step 02065 (94.4%) | loss: 2.652906 | lrm: 0.08 | dt: 137ms | tok/sec: 1,431,352 | mfu: 69.8% | epoch: 1 | remaining: 17s    
step 02066 (94.4%) | loss: 2.646925 | lrm: 0.08 | dt: 137ms | tok/sec: 1,438,418 | mfu: 70.2% | epoch: 1 | remaining: 17s    
step 02067 (94.5%) | loss: 2.639908 | lrm: 0.08 | dt: 138ms | tok/sec: 1,428,172 | mfu: 69.7% | epoch: 1 | remaining: 16s    
step 02068 (94.5%) | loss: 2.643790 | lrm: 0.08 | dt: 137ms | tok/sec: 1,433,926 | mfu: 69.9% | epoch: 1 | remaining: 16s    
step 02069 (94.6%) | loss: 2.645915 | lrm: 0.08 | dt: 135ms | tok/sec: 1,458,313 | mfu: 71.1% | epoch: 1 | remaining: 16s    
step 02070 (94.6%) | loss: 2.650189 | lrm: 0.08 | dt: 139ms | tok/sec: 1,416,531 | mfu: 69.1% | epoch: 1 | remaining: 16s    
step 02071 (94.7%) | loss: 2.650260 | lrm: 0.08 | dt: 137ms | tok/sec: 1,430,696 | mfu: 69.8% | epoch: 1 | remaining: 16s    
step 02072 (94.7%) | loss: 2.654427 | lrm: 0.08 | dt: 140ms | tok/sec: 1,400,780 | mfu: 68.3% | epoch: 1 | remaining: 16s    
step 02073 (94.8%) | loss: 2.649578 | lrm: 0.08 | dt: 139ms | tok/sec: 1,418,544 | mfu: 69.2% | epoch: 1 | remaining: 16s    
step 02074 (94.8%) | loss: 2.653238 | lrm: 0.07 | dt: 138ms | tok/sec: 1,429,216 | mfu: 69.7% | epoch: 1 | remaining: 15s    
step 02075 (94.9%) | loss: 2.652666 | lrm: 0.07 | dt: 136ms | tok/sec: 1,445,521 | mfu: 70.5% | epoch: 1 | remaining: 15s    
step 02076 (94.9%) | loss: 2.651415 | lrm: 0.07 | dt: 141ms | tok/sec: 1,397,210 | mfu: 68.2% | epoch: 1 | remaining: 15s    
step 02077 (95.0%) | loss: 2.650239 | lrm: 0.07 | dt: 138ms | tok/sec: 1,427,860 | mfu: 69.7% | epoch: 1 | remaining: 15s    
step 02078 (95.0%) | loss: 2.646759 | lrm: 0.07 | dt: 135ms | tok/sec: 1,455,463 | mfu: 71.0% | epoch: 1 | remaining: 15s    
step 02079 (95.0%) | loss: 2.651704 | lrm: 0.07 | dt: 138ms | tok/sec: 1,426,489 | mfu: 69.6% | epoch: 1 | remaining: 15s    
step 02080 (95.1%) | loss: 2.652295 | lrm: 0.07 | dt: 138ms | tok/sec: 1,423,930 | mfu: 69.5% | epoch: 1 | remaining: 15s    
step 02081 (95.1%) | loss: 2.653574 | lrm: 0.07 | dt: 230ms | tok/sec: 853,999 | mfu: 41.7% | epoch: 1 | remaining: 14s    
step 02082 (95.2%) | loss: 2.649278 | lrm: 0.07 | dt: 129ms | tok/sec: 1,522,262 | mfu: 74.3% | epoch: 1 | remaining: 14s    
step 02083 (95.3%) | loss: 2.653958 | lrm: 0.07 | dt: 135ms | tok/sec: 1,458,351 | mfu: 71.1% | epoch: 1 | remaining: 14s    
step 02084 (95.3%) | loss: 2.649243 | lrm: 0.07 | dt: 134ms | tok/sec: 1,468,087 | mfu: 71.6% | epoch: 1 | remaining: 14s    
step 02085 (95.3%) | loss: 2.648190 | lrm: 0.07 | dt: 136ms | tok/sec: 1,441,538 | mfu: 70.3% | epoch: 1 | remaining: 14s    
step 02086 (95.4%) | loss: 2.641442 | lrm: 0.07 | dt: 136ms | tok/sec: 1,447,917 | mfu: 70.6% | epoch: 1 | remaining: 14s    
step 02087 (95.4%) | loss: 2.649265 | lrm: 0.07 | dt: 136ms | tok/sec: 1,443,239 | mfu: 70.4% | epoch: 1 | remaining: 14s    
step 02088 (95.5%) | loss: 2.651589 | lrm: 0.07 | dt: 138ms | tok/sec: 1,422,871 | mfu: 69.4% | epoch: 1 | remaining: 13s    
step 02089 (95.5%) | loss: 2.651065 | lrm: 0.07 | dt: 137ms | tok/sec: 1,434,235 | mfu: 70.0% | epoch: 1 | remaining: 13s    
step 02090 (95.6%) | loss: 2.651446 | lrm: 0.07 | dt: 139ms | tok/sec: 1,414,325 | mfu: 69.0% | epoch: 1 | remaining: 13s    
step 02091 (95.6%) | loss: 2.652656 | lrm: 0.07 | dt: 136ms | tok/sec: 1,445,919 | mfu: 70.5% | epoch: 1 | remaining: 13s    
step 02092 (95.7%) | loss: 2.652160 | lrm: 0.07 | dt: 136ms | tok/sec: 1,442,262 | mfu: 70.4% | epoch: 1 | remaining: 13s    
step 02093 (95.7%) | loss: 2.652350 | lrm: 0.07 | dt: 137ms | tok/sec: 1,436,448 | mfu: 70.1% | epoch: 1 | remaining: 13s    
step 02094 (95.8%) | loss: 2.655535 | lrm: 0.06 | dt: 139ms | tok/sec: 1,417,237 | mfu: 69.1% | epoch: 1 | remaining: 13s    
step 02095 (95.8%) | loss: 2.652533 | lrm: 0.06 | dt: 137ms | tok/sec: 1,433,848 | mfu: 69.9% | epoch: 1 | remaining: 12s    
step 02096 (95.8%) | loss: 2.651271 | lrm: 0.06 | dt: 138ms | tok/sec: 1,427,741 | mfu: 69.6% | epoch: 1 | remaining: 12s    
step 02097 (95.9%) | loss: 2.656947 | lrm: 0.06 | dt: 137ms | tok/sec: 1,435,843 | mfu: 70.0% | epoch: 1 | remaining: 12s    
step 02098 (95.9%) | loss: 2.653497 | lrm: 0.06 | dt: 136ms | tok/sec: 1,442,744 | mfu: 70.4% | epoch: 1 | remaining: 12s    
step 02099 (96.0%) | loss: 2.649107 | lrm: 0.06 | dt: 136ms | tok/sec: 1,449,143 | mfu: 70.7% | epoch: 1 | remaining: 12s    
